avg_visitors,visitor_change,avg_computers,computer_growth,avg_data,is_attack
102.2,56,48.36666666666667,-13,511000.0,0
102.5,56,47.96666666666667,-7,512500.0,0
102.5,56,48.06666666666667,12,512500.0,0
102.6,56,48.13333333333333,-6,513000.0,0
103.16666666666667,56,48.333333333333336,11,515833.3333333333,0
102.16666666666667,56,48.266666666666666,-8,510833.3333333333,0
101.83333333333333,56,48.53333333333333,6,509166.6666666667,0
101.2,56,48.4,-1,506000.0,0
101.23333333333333,56,48.36666666666667,-4,506166.6666666667,0
101.06666666666666,56,48.53333333333333,15,505333.3333333333,0
101.0,56,48.86666666666667,10,505000.0,0
101.13333333333334,56,49.233333333333334,-1,505666.6666666667,0
101.96666666666667,56,49.233333333333334,-5,509833.3333333333,0
101.56666666666666,56,48.833333333333336,2,507833.3333333333,0
101.03333333333333,56,49.1,8,505166.6666666667,0
101.06666666666666,56,49.06666666666667,-11,505333.3333333333,0
100.86666666666666,56,49.1,-1,504333.3333333333,0
100.33333333333333,42,49.13333333333333,5,501666.6666666667,0
100.33333333333333,42,48.733333333333334,-10,501666.6666666667,0
100.3,42,48.5,-15,501500.0,0
100.2,42,48.36666666666667,-4,501000.0,0
99.93333333333334,42,48.166666666666664,10,499666.6666666667,0
99.53333333333333,42,48.333333333333336,6,497666.6666666667,0
98.53333333333333,40,48.63333333333333,-7,492666.6666666667,0
99.03333333333333,47,48.333333333333336,5,495166.6666666667,0
98.76666666666667,47,48.43333333333333,3,493833.3333333333,0
98.6,47,48.93333333333333,14,493000.0,0
99.8,40,49.2,8,499000.0,0
99.63333333333334,40,49.4,-4,498166.6666666667,0
100.13333333333334,40,48.93333333333333,-1,500666.6666666667,0
100.03333333333333,40,49.266666666666666,9,500166.6666666667,0
99.4,40,49.56666666666667,-1,497000.0,0
99.53333333333333,40,49.63333333333333,12,497666.6666666667,0
99.33333333333333,40,49.86666666666667,-5,496666.6666666667,0
99.16666666666667,40,49.666666666666664,7,495833.3333333333,0
99.56666666666666,40,50.166666666666664,-1,497833.3333333333,0
99.83333333333333,40,49.833333333333336,0,499166.6666666667,0
100.1,40,49.766666666666666,-2,500500.0,0
100.23333333333333,40,49.8,-8,501166.6666666667,0
100.7,40,49.7,2,503500.0,0
101.13333333333334,40,49.5,-7,505666.6666666667,0
100.73333333333333,40,49.4,-4,503666.6666666667,0
101.13333333333334,40,49.43333333333333,8,505666.6666666667,0
102.06666666666666,51,49.233333333333334,-12,510333.3333333333,0
101.7,54,49.233333333333334,9,508500.0,0
102.0,54,49.166666666666664,-14,510000.0,0
101.86666666666666,54,49.3,2,509333.3333333333,0
101.23333333333333,54,49.3,17,506166.6666666667,0
101.5,54,49.46666666666667,2,507500.0,0
101.4,54,49.53333333333333,-9,507000.0,0
101.66666666666667,54,49.5,1,508333.3333333333,0
101.36666666666666,54,49.666666666666664,10,506833.3333333333,0
101.8,54,49.8,1,509000.0,0
103.13333333333334,54,49.7,-1,515666.6666666667,0
103.06666666666666,54,49.9,8,515333.3333333333,0
103.46666666666667,54,49.96666666666667,-10,517333.3333333333,0
103.73333333333333,54,49.5,-8,518666.6666666667,0
103.43333333333334,54,49.733333333333334,9,517166.6666666667,0
103.5,54,49.46666666666667,2,517500.0,0
102.73333333333333,54,50.1,8,513666.6666666667,0
102.66666666666667,54,49.833333333333336,-8,513333.3333333333,0
102.53333333333333,54,50.03333333333333,3,512666.6666666667,0
102.4,54,49.733333333333334,-4,512000.0,0
102.63333333333334,54,49.6,-3,513166.6666666667,0
102.73333333333333,54,49.96666666666667,3,513666.6666666667,0
102.8,54,49.8,4,514000.0,0
102.2,54,49.666666666666664,-2,511000.0,0
102.53333333333333,54,49.93333333333333,5,512666.6666666667,0
102.03333333333333,54,50.0,-3,510166.6666666667,0
102.06666666666666,54,49.96666666666667,7,510333.3333333333,0
101.36666666666666,54,50.03333333333333,-2,506833.3333333333,0
101.23333333333333,54,50.06666666666667,-4,506166.6666666667,0
100.8,54,49.8,6,504000.0,0
99.06666666666666,48,50.266666666666666,2,495333.3333333333,0
99.5,46,50.166666666666664,8,497500.0,0
99.46666666666667,46,50.36666666666667,-12,497333.3333333333,0
99.96666666666667,46,49.766666666666666,-16,499833.3333333333,0
100.1,46,49.53333333333333,5,500500.0,0
100.2,46,49.53333333333333,0,501000.0,0
100.03333333333333,46,49.4,-12,500166.6666666667,0
100.2,46,49.56666666666667,1,501000.0,0
100.56666666666666,46,49.56666666666667,6,502833.3333333333,0
100.2,46,49.3,-4,501000.0,0
99.26666666666667,39,49.7,5,496333.3333333333,0
98.46666666666667,36,49.266666666666666,-7,492333.3333333333,0
97.7,40,49.266666666666666,4,488500.0,0
96.76666666666667,40,49.666666666666664,-3,483833.3333333333,0
96.43333333333334,40,49.5,12,482166.6666666667,0
96.23333333333333,40,49.43333333333333,-19,481166.6666666667,0
96.86666666666666,40,48.93333333333333,1,484333.3333333333,0
96.66666666666667,40,49.3,-3,483333.3333333333,0
97.33333333333333,40,49.333333333333336,13,486666.6666666667,0
97.93333333333334,40,49.7,11,489666.6666666667,0
97.63333333333334,40,49.86666666666667,-9,488166.6666666667,0
97.36666666666666,40,49.63333333333333,1,486833.3333333333,0
97.03333333333333,40,49.333333333333336,-1,485166.6666666667,0
96.83333333333333,40,49.53333333333333,-4,484166.6666666667,0
96.43333333333334,40,49.6,5,482166.6666666667,0
96.06666666666666,40,49.8,4,480333.3333333333,0
95.6,40,49.96666666666667,10,478000.0,0
95.93333333333334,40,50.13333333333333,2,479666.6666666667,0
95.86666666666666,40,49.8,-6,479333.3333333333,0
95.7,40,50.1,1,478500.0,0
96.76666666666667,40,50.06666666666667,4,483833.3333333333,0
97.16666666666667,40,49.833333333333336,-5,485833.3333333333,0
97.53333333333333,40,49.96666666666667,10,487666.6666666667,0
96.46666666666667,38,49.93333333333333,-10,482333.3333333333,0
95.73333333333333,38,50.13333333333333,11,478666.6666666667,0
95.5,38,50.266666666666666,8,477500.0,0
95.9,38,50.8,-1,479500.0,0
95.8,38,50.3,-14,479000.0,0
95.36666666666666,38,49.96666666666667,4,476833.3333333333,0
95.9,38,49.9,-18,479500.0,0
96.26666666666667,38,49.666666666666664,11,481333.3333333333,0
96.36666666666666,38,49.8,-3,481833.3333333333,0
96.83333333333333,37,49.93333333333333,-4,484166.6666666667,0
97.13333333333334,37,49.96666666666667,3,485666.6666666667,0
97.8,37,49.833333333333336,10,489000.0,0
97.93333333333334,37,50.166666666666664,6,489666.6666666667,0
97.36666666666666,37,50.266666666666666,-7,486833.3333333333,0
97.23333333333333,37,50.3,-3,486166.6666666667,0
96.8,37,50.13333333333333,-3,484000.0,0
96.5,37,49.93333333333333,0,482500.0,0
96.83333333333333,37,50.2,6,484166.6666666667,0
97.26666666666667,37,50.266666666666666,12,486333.3333333333,0
97.56666666666666,37,50.233333333333334,-8,487833.3333333333,0
98.03333333333333,37,50.13333333333333,-9,490166.6666666667,0
97.93333333333334,37,49.7,-14,489666.6666666667,0
98.16666666666667,37,49.266666666666666,-14,490833.3333333333,0
98.6,37,48.8,-9,493000.0,0
99.0,37,49.0,18,495000.0,0
99.2,37,49.56666666666667,2,496000.0,0
98.83333333333333,37,49.53333333333333,1,494166.6666666667,0
98.7,37,49.56666666666667,12,493500.0,0
98.86666666666666,37,49.766666666666666,-3,494333.3333333333,0
98.16666666666667,35,49.9,15,490833.3333333333,0
98.73333333333333,35,50.5,2,493666.6666666667,0
99.46666666666667,31,50.0,-8,497333.3333333333,0
99.2,31,49.733333333333334,-16,496000.0,0
99.13333333333334,31,49.5,7,495666.6666666667,0
99.4,31,49.833333333333336,6,497000.0,0
99.83333333333333,24,49.96666666666667,10,499166.6666666667,0
99.06666666666666,23,50.3,-1,495333.3333333333,0
98.9,23,49.96666666666667,-3,494500.0,0
98.93333333333334,23,49.93333333333333,-8,494666.6666666667,0
99.63333333333334,23,49.666666666666664,-13,498166.6666666667,0
99.46666666666667,23,49.6,5,497333.3333333333,0
99.26666666666667,23,49.3,-9,496333.3333333333,0
99.1,23,49.06666666666667,-4,495500.0,0
99.4,23,48.833333333333336,-15,497000.0,0
99.8,23,48.333333333333336,-13,499000.0,0
100.16666666666667,23,48.4,5,500833.3333333333,0
99.46666666666667,29,48.36666666666667,-9,497333.3333333333,0
98.86666666666666,29,48.06666666666667,-5,494333.3333333333,0
99.1,29,47.9,8,495500.0,0
99.5,29,48.36666666666667,9,497500.0,0
99.63333333333334,29,48.6,11,498166.6666666667,0
99.9,29,48.766666666666666,4,499500.0,0
99.7,29,49.03333333333333,8,498500.0,0
99.56666666666666,29,49.53333333333333,0,497833.3333333333,0
99.33333333333333,29,49.3,-6,496666.6666666667,0
99.23333333333333,29,49.3,3,496166.6666666667,0
100.03333333333333,30,49.333333333333336,1,500166.6666666667,0
99.1,32,49.13333333333333,0,495500.0,0
98.4,32,48.86666666666667,-15,492000.0,0
98.56666666666666,32,48.96666666666667,0,492833.3333333333,0
99.03333333333333,35,48.666666666666664,8,495166.6666666667,0
99.1,35,48.8,4,495500.0,0
98.8,35,48.766666666666666,-10,494000.0,0
99.13333333333334,35,48.6,-8,495666.6666666667,0
99.43333333333334,35,48.36666666666667,-5,497166.6666666667,0
99.63333333333334,35,48.266666666666666,-3,498166.6666666667,0
99.53333333333333,35,48.53333333333333,17,497666.6666666667,0
99.9,35,48.8,6,499500.0,0
100.1,35,48.8,0,500500.0,0
99.56666666666666,35,49.3,4,497833.3333333333,0
99.73333333333333,35,48.8,-1,498666.6666666667,0
99.5,35,49.233333333333334,11,497500.0,0
99.93333333333334,35,49.46666666666667,10,499666.6666666667,0
99.66666666666667,35,49.766666666666666,9,498333.3333333333,0
99.5,35,50.4,4,497500.0,0
99.7,35,50.53333333333333,10,498500.0,0
99.76666666666667,35,50.53333333333333,0,498833.3333333333,0
100.4,35,50.833333333333336,9,502000.0,0
99.6,35,51.03333333333333,0,498000.0,0
99.4,35,50.6,-11,497000.0,0
99.5,35,50.7,9,497500.0,0
99.53333333333333,35,50.7,-4,497666.6666666667,0
99.3,35,50.9,-1,496500.0,0
99.56666666666666,35,50.86666666666667,6,497833.3333333333,0
100.03333333333333,35,50.833333333333336,-7,500166.6666666667,0
101.1,44,50.266666666666666,-15,505500.0,0
100.6,44,49.766666666666666,-8,503000.0,0
101.26666666666667,41,49.6,3,506333.3333333333,0
101.7,41,49.833333333333336,-11,508500.0,0
101.9,41,49.766666666666666,7,509500.0,0
100.6,48,49.96666666666667,10,503000.0,0
100.86666666666666,48,50.1,9,504333.3333333333,0
101.16666666666667,48,50.5,7,505833.3333333333,0
100.66666666666667,48,50.8,8,503333.3333333333,0
100.86666666666666,48,51.233333333333334,11,504333.3333333333,0
101.0,48,51.4,-6,505000.0,0
101.66666666666667,48,51.3,6,508333.3333333333,0
100.56666666666666,48,51.3,6,502833.3333333333,0
100.16666666666667,48,51.4,-12,500833.3333333333,0
99.86666666666666,48,51.266666666666666,15,499333.3333333333,0
100.06666666666666,48,51.86666666666667,4,500333.3333333333,0
100.46666666666667,48,51.4,-10,502333.3333333333,0
100.4,48,51.1,-8,502000.0,0
100.53333333333333,48,50.86666666666667,-17,502666.6666666667,0
100.63333333333334,48,50.56666666666667,-9,503166.6666666667,0
100.3,48,50.4,5,501500.0,0
100.66666666666667,48,50.4,-9,503333.3333333333,0
100.43333333333334,48,50.2,-3,502166.6666666667,0
100.53333333333333,48,50.1,10,502666.6666666667,0
100.16666666666667,48,50.03333333333333,-16,500833.3333333333,0
99.8,48,49.56666666666667,-5,499000.0,0
98.93333333333334,48,49.4,-15,494666.6666666667,0
99.9,48,49.166666666666664,-7,499500.0,0
99.53333333333333,48,49.233333333333334,9,497666.6666666667,0
99.1,48,49.36666666666667,14,495500.0,0
98.43333333333334,38,49.5,4,492166.6666666667,0
98.13333333333334,38,50.06666666666667,14,490666.6666666667,0
97.7,38,50.4,6,488500.0,0
97.73333333333333,38,50.7,0,488666.6666666667,0
97.93333333333334,38,50.56666666666667,-3,489666.6666666667,0
99.23333333333333,37,50.63333333333333,8,496166.6666666667,0
98.43333333333334,37,50.8,2,492166.6666666667,0
98.3,37,50.733333333333334,-4,491500.0,0
98.43333333333334,37,50.3,-18,492166.6666666667,0
98.33333333333333,37,49.733333333333334,-11,491666.6666666667,0
98.4,37,49.4,-13,492000.0,0
98.5,37,49.166666666666664,-1,492500.0,0
98.93333333333334,37,49.13333333333333,2,494666.6666666667,0
98.93333333333334,37,49.166666666666664,-7,494666.6666666667,0
99.46666666666667,37,48.666666666666664,-18,497333.3333333333,0
99.3,37,48.4,10,496500.0,0
98.9,37,48.46666666666667,1,494500.0,0
99.23333333333333,37,48.56666666666667,2,496166.6666666667,0
99.6,37,49.13333333333333,9,498000.0,0
98.96666666666667,37,49.4,4,494833.3333333333,0
99.26666666666667,37,49.233333333333334,0,496333.3333333333,0
99.06666666666666,37,49.1,-7,495333.3333333333,0
99.1,37,48.93333333333333,-5,495500.0,0
98.96666666666667,37,48.93333333333333,12,494833.3333333333,0
99.2,37,49.43333333333333,13,496000.0,0
99.23333333333333,37,49.666666666666664,7,496166.6666666667,0
99.3,35,49.93333333333333,0,496500.0,0
98.83333333333333,35,50.1,-4,494166.6666666667,0
98.8,35,50.0,2,494000.0,0
98.53333333333333,35,50.1,13,492666.6666666667,0
98.13333333333334,35,50.13333333333333,-12,490666.6666666667,0
98.66666666666667,35,49.56666666666667,-13,493333.3333333333,0
99.7,38,49.6,-2,498500.0,0
99.73333333333333,38,49.3,-5,498666.6666666667,0
99.36666666666666,38,49.0,-14,496833.3333333333,0
99.1,38,48.56666666666667,-10,495500.0,0
99.73333333333333,38,48.3,-4,498666.6666666667,0
99.8,38,48.333333333333336,10,499000.0,0
99.1,40,48.766666666666666,12,495500.0,0
98.93333333333334,40,48.86666666666667,2,494666.6666666667,0
98.9,40,49.1,1,494500.0,0
98.26666666666667,40,48.8,-9,491333.3333333333,0
98.1,40,48.666666666666664,-3,490500.0,0
98.33333333333333,40,48.7,9,491666.6666666667,0
98.43333333333334,40,49.333333333333336,9,492166.6666666667,0
98.23333333333333,40,49.13333333333333,2,491166.6666666667,0
98.56666666666666,40,49.666666666666664,14,492833.3333333333,0
97.86666666666666,40,50.166666666666664,0,489333.3333333333,0
97.16666666666667,40,49.666666666666664,-14,485833.3333333333,0
97.26666666666667,40,49.266666666666666,-3,486333.3333333333,0
97.06666666666666,40,49.46666666666667,10,485333.3333333333,0
97.76666666666667,40,49.8,8,488833.3333333333,0
97.9,40,49.766666666666666,-6,489500.0,0
98.13333333333334,40,49.4,-14,490666.6666666667,0
97.5,40,49.4,6,487500.0,0
97.13333333333334,40,49.166666666666664,-8,485666.6666666667,0
98.16666666666667,40,49.06666666666667,-8,490833.3333333333,0
97.93333333333334,40,48.833333333333336,-8,489666.6666666667,0
98.46666666666667,40,48.833333333333336,-1,492333.3333333333,0
98.2,40,48.4,-1,491000.0,0
98.93333333333334,40,48.3,2,494666.6666666667,0
99.33333333333333,40,48.9,4,496666.6666666667,0
98.7,38,48.53333333333333,-4,493500.0,0
98.63333333333334,38,48.733333333333334,10,493166.6666666667,0
98.4,38,49.166666666666664,12,492000.0,0
98.9,44,49.2,-1,494500.0,0
98.86666666666666,44,49.3,-2,494333.3333333333,0
98.93333333333334,44,49.36666666666667,-1,494666.6666666667,0
99.86666666666666,41,48.93333333333333,-4,499333.3333333333,0
99.56666666666666,41,48.96666666666667,-4,497833.3333333333,0
99.63333333333334,41,48.7,2,498166.6666666667,0
99.2,45,49.333333333333336,14,496000.0,0
99.1,45,49.333333333333336,-4,495500.0,0
99.6,45,49.1,-17,498000.0,0
99.5,45,49.1,15,497500.0,0
99.43333333333334,45,49.2,-11,497166.6666666667,0
99.16666666666667,45,49.03333333333333,-6,495833.3333333333,0
99.0,45,48.53333333333333,0,495000.0,0
99.53333333333333,45,48.6,0,497666.6666666667,0
99.43333333333334,45,48.43333333333333,-14,497166.6666666667,0
99.03333333333333,45,48.3,-4,495166.6666666667,0
98.83333333333333,45,48.03333333333333,1,494166.6666666667,0
98.73333333333333,45,47.9,1,493666.6666666667,0
98.93333333333334,45,48.03333333333333,-10,494666.6666666667,0
99.96666666666667,45,48.13333333333333,16,499833.3333333333,0
100.1,45,48.333333333333336,1,500500.0,0
99.53333333333333,45,48.63333333333333,8,497666.6666666667,0
99.56666666666666,45,48.8,-3,497833.3333333333,0
98.9,45,48.8,12,494500.0,0
99.83333333333333,45,48.766666666666666,1,499166.6666666667,0
99.36666666666666,45,48.733333333333334,-17,496833.3333333333,0
98.4,45,48.733333333333334,15,492000.0,0
98.7,45,48.733333333333334,-10,493500.0,0
97.96666666666667,45,48.5,-10,489833.3333333333,0
98.46666666666667,45,48.6,14,492333.3333333333,0
96.93333333333334,39,48.833333333333336,3,484666.6666666667,0
96.1,39,48.8,-5,480500.0,0
95.8,39,48.93333333333333,16,479000.0,0
95.3,39,49.53333333333333,13,476500.0,0
96.03333333333333,43,49.93333333333333,16,480166.6666666667,0
96.3,43,49.96666666666667,-16,481500.0,0
96.56666666666666,43,49.7,6,482833.3333333333,0
97.5,43,49.833333333333336,7,487500.0,0
96.76666666666667,43,50.0,-12,483833.3333333333,0
97.13333333333334,43,49.6,0,485666.6666666667,0
97.1,43,49.36666666666667,-13,485500.0,0
97.13333333333334,43,48.96666666666667,-3,485666.6666666667,0
97.6,43,48.86666666666667,-5,488000.0,0
97.63333333333334,43,49.1,12,488166.6666666667,0
97.23333333333333,51,49.4,-1,486166.6666666667,0
97.16666666666667,51,49.1,-5,485833.3333333333,0
97.1,51,49.13333333333333,6,485500.0,0
97.3,51,49.63333333333333,12,486500.0,0
97.36666666666666,51,50.0,-2,486833.3333333333,0
97.06666666666666,51,49.9,7,485333.3333333333,0
98.13333333333334,53,49.63333333333333,-16,490666.6666666667,0
97.83333333333333,53,49.6,2,489166.6666666667,0
97.53333333333333,53,49.63333333333333,-2,487666.6666666667,0
97.83333333333333,53,49.53333333333333,10,489166.6666666667,0
97.3,53,49.9,13,486500.0,0
97.1,53,49.9,-17,485500.0,0
96.76666666666667,53,49.766666666666666,11,483833.3333333333,0
96.63333333333334,53,50.2,10,483166.6666666667,0
97.56666666666666,53,50.5,-4,487833.3333333333,0
97.03333333333333,53,50.166666666666664,-3,485166.6666666667,0
98.2,53,50.36666666666667,10,491000.0,0
98.6,53,50.666666666666664,0,493000.0,0
99.2,53,50.7,-1,496000.0,0
99.06666666666666,53,50.36666666666667,-9,495333.3333333333,0
98.8,53,50.3,13,494000.0,0
98.56666666666666,53,50.53333333333333,-1,492833.3333333333,0
99.53333333333333,53,50.8,10,497666.6666666667,0
99.06666666666666,53,50.56666666666667,-5,495333.3333333333,0
98.83333333333333,53,50.766666666666666,6,494166.6666666667,0
97.96666666666667,53,50.9,11,489833.3333333333,0
98.9,53,51.5,17,494500.0,0
99.03333333333333,53,51.56666666666667,2,495166.6666666667,0
98.66666666666667,53,51.63333333333333,-10,493333.3333333333,0
98.73333333333333,53,51.7,5,493666.6666666667,0
99.93333333333334,44,52.0,17,499666.6666666667,0
99.63333333333334,44,52.43333333333333,7,498166.6666666667,0
99.66666666666667,44,52.2,-16,498333.3333333333,0
98.76666666666667,44,52.06666666666667,-3,493833.3333333333,0
98.86666666666666,44,51.56666666666667,-14,494333.3333333333,0
98.7,44,51.43333333333333,11,493500.0,0
98.06666666666666,38,51.43333333333333,-15,490333.3333333333,0
98.16666666666667,38,51.2,-6,490833.3333333333,0
98.66666666666667,38,50.9,-8,493333.3333333333,0
98.86666666666666,38,50.5,-13,494333.3333333333,0
98.9,38,50.166666666666664,3,494500.0,0
99.26666666666667,38,50.2,-12,496333.3333333333,0
99.3,37,50.0,-8,496500.0,0
99.33333333333333,37,49.9,-2,496666.6666666667,0
98.63333333333334,37,49.766666666666666,2,493166.6666666667,0
98.76666666666667,37,49.8,-8,493833.3333333333,0
99.0,40,49.266666666666666,-15,495000.0,0
98.73333333333333,40,48.86666666666667,-13,493666.6666666667,0
98.96666666666667,40,48.9,10,494833.3333333333,0
99.0,40,48.666666666666664,-14,495000.0,0
98.86666666666666,40,48.6,4,494333.3333333333,0
98.43333333333334,40,48.3,-18,492166.6666666667,0
97.86666666666666,40,47.7,-1,489333.3333333333,0
97.56666666666666,40,48.2,4,487833.3333333333,0
97.66666666666667,40,48.36666666666667,7,488333.3333333333,0
97.7,40,48.46666666666667,-4,488500.0,0
96.96666666666667,40,48.166666666666664,6,484833.3333333333,0
97.33333333333333,40,48.36666666666667,6,486666.6666666667,0
97.26666666666667,40,48.833333333333336,2,486333.3333333333,0
97.33333333333333,40,48.86666666666667,-3,486666.6666666667,0
97.46666666666667,40,48.53333333333333,-6,487333.3333333333,0
98.1,40,48.46666666666667,12,490500.0,0
98.03333333333333,40,48.53333333333333,-10,490166.6666666667,0
98.8,40,48.63333333333333,15,494000.0,0
98.7,40,49.166666666666664,6,493500.0,0
98.83333333333333,40,49.333333333333336,16,494166.6666666667,0
98.36666666666666,40,49.766666666666666,5,491833.3333333333,0
99.1,40,50.0,10,495500.0,0
99.53333333333333,40,49.833333333333336,-1,497666.6666666667,0
99.4,40,50.166666666666664,7,497000.0,0
99.7,40,50.43333333333333,10,498500.0,0
99.2,40,50.96666666666667,10,496000.0,0
99.8,36,51.2,2,499000.0,0
99.43333333333334,36,50.93333333333333,-6,497166.6666666667,0
100.36666666666666,36,50.6,-9,501833.3333333333,0
100.46666666666667,36,50.7,11,502333.3333333333,0
99.36666666666666,34,51.03333333333333,7,496833.3333333333,0
99.5,31,51.233333333333334,-8,497500.0,0
99.23333333333333,31,51.03333333333333,11,496166.6666666667,0
99.43333333333334,31,51.43333333333333,0,497166.6666666667,0
99.0,31,51.03333333333333,1,495000.0,0
